,timestamp,Open,High,Low,Close,Adj Close,Volume
36,2019-12-20,43.439999,44.259997999999996,43.259997999999996,44.150002,44.150002,68104700
37,2019-12-23,44.580002,45.630001,44.389998999999996,45.459998999999996,45.459998999999996,55886500
38,2019-12-24,46.099998,46.610001000000004,45.77,46.540001000000004,46.540001000000004,44432200
39,2019-12-26,46.990002000000004,47.310001,45.66,46.630001,46.630001,57562800
40,2019-12-27,46.849998,46.880001,45.98,46.18,46.18,36581300
41,2019-12-30,46.139998999999996,46.169998,44.66,45.52,45.52,41149700
42,2019-12-31,45.07,46.09,44.919998,45.860001000000004,45.860001000000004,31673200
43,2020-01-02,46.860001000000004,49.25,46.630001,49.099998,49.099998,80331100
44,2020-01-03,48.029999,49.389998999999996,47.540001000000004,48.599998,48.599998,73127400
45,2020-01-06,48.02,48.860001000000004,47.860001000000004,48.389998999999996,48.389998999999996,47934900
46,2020-01-07,49.349998,49.389998999999996,48.040001000000004,48.25,48.25,58061400
47,2020-01-08,47.849998,48.299999,47.139998999999996,47.830002,47.830002,53767000
48,2020-01-09,48.939999,49.959998999999996,48.389998999999996,48.970001,48.970001,76512800
49,2020-01-10,49.259997999999996,49.290001000000004,48.0,48.169998,48.169998,44133700
50,2020-01-13,48.66,48.860001000000004,48.240002000000004,48.75,48.75,34266800
51,2020-01-14,48.639998999999996,49.040001000000004,47.91,48.209998999999996,48.209998999999996,38563200
52,2020-01-15,48.23,49.080002,48.119999,48.549999,48.549999,40199900
53,2020-01-16,49.169998,50.310001,48.990002000000004,49.77,49.77,58898900
54,2020-01-17,50.200001,51.049999,49.900002,50.93,50.93,57722500
55,2020-01-21,50.959998999999996,51.810001,50.700001,51.049999,51.049999,49095000
56,2020-01-22,51.630001,51.880001,51.200001,51.43,51.43,40772200
57,2020-01-23,51.34,51.75,50.740002000000004,51.709998999999996,51.709998999999996,40135400
58,2020-01-24,52.279999,52.810001,49.470001,50.349998,50.349998,80004900
59,2020-01-27,48.450001,49.790001000000004,47.900002,49.259997999999996,49.259997999999996,48878600
60,2020-01-28,50.029999,50.849998,49.48,50.529999,50.529999,62343800
61,2020-01-29,47.84,48.07,46.099998,47.509997999999996,47.509997999999996,112349900
62,2020-01-30,46.490002000000004,48.810001,46.130001,48.779999,48.779999,70460200
63,2020-01-31,48.400002,48.580002,46.790001000000004,47.0,47.0,60322400
64,2020-02-03,46.400002,48.099998,46.23,48.02,48.02,47077000
65,2020-02-04,49.209998999999996,49.75,48.610001000000004,49.450001,49.450001,46302100
66,2020-02-05,50.290001000000004,50.419998,49.310001,49.84,49.84,42737100
67,2020-02-06,48.799999,49.389998999999996,47.630001,49.32,49.32,48670600
68,2020-02-07,48.91,50.669998,48.639998999999996,49.73,49.73,53107600
69,2020-02-10,49.470001,52.299999,49.349998,52.259997999999996,52.259997999999996,60971700
70,2020-02-11,53.220001,54.48,52.91,53.799999,53.799999,74719100
71,2020-02-12,54.529999,54.849998,53.529999,53.889998999999996,53.889998999999996,45994900
72,2020-02-13,53.43,55.029999,53.34,54.529999,54.529999,51640000
73,2020-02-14,55.189999,55.400002,54.560001,55.310001,55.310001,52365400
74,2020-02-18,54.939999,58.130001,54.84,56.889998999999996,56.889998999999996,70133200
75,2020-02-19,57.990002000000004,59.27,57.509997999999996,58.900002,58.900002,58597300
76,2020-02-20,58.439999,59.02,56.150002,57.27,57.27,74203400
77,2020-02-21,56.709998999999996,56.799999,52.889998999999996,53.279999,53.279999,88271100
78,2020-02-24,48.18,50.279999,47.490002000000004,49.119999,49.119999,86624100
79,2020-02-25,51.139998999999996,51.240002000000004,47.119999,47.57,47.57,88699400
80,2020-02-26,47.700001,49.290001000000004,47.07,47.490002000000004,47.490002000000004,86378400
81,2020-02-27,45.380001,46.240002000000004,42.209998999999996,44.009997999999996,44.009997999999996,106416200
82,2020-02-28,41.360001000000004,46.150002,41.040001000000004,45.48,45.48,100667700
83,2020-03-02,47.419998,47.68,44.66,47.459998999999996,47.459998999999996,102324700
84,2020-03-03,49.029999,50.200001,45.669998,46.75,46.75,141972300
85,2020-03-04,48.25,50.139998999999996,47.209998999999996,50.110001000000004,50.110001000000004,93311800
86,2020-03-05,48.68,49.720001,47.509997999999996,48.110001000000004,48.110001000000004,98302700
87,2020-03-06,49.439999,49.540001000000004,46.740002000000004,48.59,48.59,124590900
88,2020-03-09,43.029999,46.34,42.509997999999996,43.27,43.27,80859800
89,2020-03-10,45.41,45.439999,43.099998,45.380001,45.380001,76228200
90,2020-03-11,44.189999,45.970001,43.799999,45.700001,45.700001,101601100
91,2020-03-12,42.0,42.5,39.0,39.009997999999996,39.009997999999996,107461500
92,2020-03-13,42.200001,43.91,39.599998,43.900002,43.900002,86689700
93,2020-03-16,39.080002,43.369999,38.509997999999996,38.709998999999996,38.709998999999996,84545900
94,2020-03-17,40.189999,42.880001,38.299999,41.880001,41.880001,92741900
95,2020-03-18,39.540001000000004,41.950001,36.75,39.119999,39.119999,106949300
96,2020-03-19,39.560001,41.700001,37.689999,39.82,39.82,88939000
97,2020-03-20,41.509997999999996,42.48,39.580002,39.610001000000004,39.610001000000004,106859500
98,2020-03-23,40.619999,42.32,38.950001,41.639998999999996,41.639998999999996,101704700
99,2020-03-24,44.040001000000004,46.810001,43.990002000000004,46.220001,46.220001,106794200
100,2020-03-25,46.790001000000004,47.880001,44.43,44.630001,44.630001,93760400
101,2020-03-26,45.779999,47.5,45.400002,47.5,47.5,73680200
102,2020-03-27,46.32,47.98,45.900002,46.580002,46.580002,74599200
103,2020-03-30,47.240002000000004,48.459998999999996,46.66,47.860001000000004,47.860001000000004,68486600
104,2020-03-31,47.93,48.529999,45.16,45.48,45.48,83483700
105,2020-04-01,44.18,46.849998,43.16,43.66,43.66,92083100
106,2020-04-02,43.400002,45.279999,43.099998,44.490002000000004,44.490002000000004,79024100
107,2020-04-03,44.299999,44.84,41.700001,42.59,42.59,79335000
108,2020-04-06,44.299999,47.580002,44.060001,47.52,47.52,82294000
109,2020-04-07,48.959998999999996,49.650002,46.68,47.560001,47.560001,102098700
110,2020-04-08,48.07,49.0,47.610001000000004,48.790001000000004,48.790001000000004,64930800
111,2020-04-09,49.650002,50.25,47.720001,48.380001,48.380001,80357400
112,2020-04-13,48.470001,51.07,48.23,50.939999,50.939999,64290100
113,2020-04-14,52.240002000000004,55.139998999999996,52.110001000000004,54.93,54.93,85306800
114,2020-04-15,53.73,55.57,53.41,54.990002000000004,54.990002000000004,83814000
115,2020-04-16,55.959998999999996,58.080002,55.630001,56.950001,56.950001,103106500
116,2020-04-17,57.349998,57.759997999999996,55.549999,56.599998,56.599998,76908800
117,2020-04-20,55.98,58.630001,55.849998,56.970001,56.970001,72367300
118,2020-04-21,56.900002,57.73,51.41,52.919998,52.919998,123906400
119,2020-04-22,54.91,56.150002,54.34,55.919998,55.919998,63164100
120,2020-04-23,56.650002,57.290001000000004,55.639998999999996,55.900002,55.900002,69662700
121,2020-04-24,55.099998,56.779999,54.419998,56.18,56.18,72854800
122,2020-04-27,57.439999,58.0,56.25,56.490002000000004,56.490002000000004,62568100
123,2020-04-28,57.16,57.349998,55.299999,55.509997999999996,55.509997999999996,80501800
124,2020-04-29,54.529999,54.860001000000004,52.740002000000004,53.66,53.66,110800900
125,2020-04-30,53.43,54.290001000000004,52.029999,52.389998999999996,52.389998999999996,65199200
126,2020-05-01,51.07,51.950001,49.09,49.880001,49.880001,69562700
127,2020-05-04,49.82,52.610001000000004,49.73,52.560001,52.560001,62590600
128,2020-05-05,53.43,53.509997999999996,51.290001000000004,52.189999,52.189999,56560500
129,2020-05-06,52.419998,53.310001,51.880001,52.16,52.16,48138100
130,2020-05-07,52.93,52.970001,51.619999,51.950001,51.950001,48956600
131,2020-05-08,52.150002,53.27,51.810001,53.189999,53.189999,40774200
132,2020-05-11,52.900002,55.889998999999996,52.75,55.740002000000004,55.740002000000004,68574000
133,2020-05-12,56.209998999999996,56.580002,53.75,53.759997999999996,53.759997999999996,55631100
134,2020-05-13,54.040001000000004,55.220001,51.299999,52.18,52.18,76824700
135,2020-05-14,52.099998,54.540001000000004,51.610001000000004,54.509997999999996,54.509997999999996,73814000
136,2020-05-15,53.32,54.439999,52.860001000000004,54.200001,54.200001,66950900
137,2020-05-18,54.98,55.25,54.240002000000004,54.59,54.59,48679100
138,2020-05-19,54.389998999999996,56.73,54.360001000000004,55.470001,55.470001,60388500
139,2020-05-20,56.549999,56.98,55.630001,56.389998999999996,56.389998999999996,50888200
140,2020-05-21,56.68,56.720001,54.610001000000004,54.650002,54.650002,48496100
141,2020-05-22,54.77,55.369999,53.779999,55.169998,55.169998,43524100
142,2020-05-26,56.009997999999996,56.080002,53.02,53.189999,53.189999,51618900
143,2020-05-27,53.27,53.279999,49.09,52.740002000000004,52.740002000000004,102414500
144,2020-05-28,52.25,53.540001000000004,51.25,51.740002000000004,51.740002000000004,53670200
145,2020-05-29,52.07,53.799999,51.849998,53.799999,53.799999,64948300
146,2020-06-01,53.310001,54.110001000000004,52.889998999999996,53.630001,53.630001,36864400
147,2020-06-02,53.450001,53.57,52.009997999999996,53.540001000000004,53.540001000000004,42855200
148,2020-06-03,53.599998,53.650002,52.330002,52.73,52.73,46765300
149,2020-06-04,52.59,53.740002000000004,52.200001,52.630001,52.630001,44869100
150,2020-06-05,52.990002000000004,53.57,52.080002,53.099998,53.099998,53908300
151,2020-06-08,53.299999,53.349998,52.259997999999996,52.970001,52.970001,39681700
152,2020-06-09,52.950001,56.459998999999996,52.720001,56.389998999999996,56.389998999999996,79919100
153,2020-06-10,57.200001,59.0,57.029999,57.439999,57.439999,78719400
154,2020-06-11,55.939999,56.68,52.799999,52.830002,52.830002,78715400
155,2020-06-12,55.009997999999996,55.599998,52.110001000000004,53.5,53.5,71096500
156,2020-06-15,52.580002,54.73,52.41,54.68,54.68,56740700
157,2020-06-16,55.720001,56.07,53.59,54.459998999999996,54.459998999999996,50949700
158,2020-06-17,54.790001000000004,55.82,54.299999,54.549999,54.549999,45008100
159,2020-06-18,54.619999,55.119999,53.650002,54.040001000000004,54.040001000000004,40354700
160,2020-06-19,54.41,55.459998999999996,53.82,54.23,54.23,52801500
161,2020-06-22,54.669998,55.169998,53.740002000000004,54.759997999999996,54.759997999999996,44704800
162,2020-06-23,55.049999,55.369999,53.869999,53.990002000000004,53.990002000000004,48089000
163,2020-06-24,53.939999,54.740002000000004,51.919998,52.389998999999996,52.389998999999996,53535500
164,2020-06-25,52.560001,52.700001,50.540001000000004,51.93,51.93,51129600
165,2020-06-26,51.849998,51.950001,49.450001,50.099998,50.099998,65485700
166,2020-06-29,50.150002,50.279999,48.419998,50.279999,50.279999,49905800
167,2020-06-30,51.16,52.77,50.82,52.610001000000004,52.610001000000004,42275700
168,2020-07-01,52.630001,52.869999,51.599998,52.580002,52.580002,32370900
169,2020-07-02,53.029999,53.189999,52.049999,52.34,52.34,29081400
170,2020-07-06,52.900002,53.52,52.330002,53.400002,53.400002,36769400
171,2020-07-07,53.279999,54.169998,52.860001000000004,52.93,52.93,32153100
172,2020-07-08,53.009997999999996,53.470001,52.07,53.43,53.43,35608300
173,2020-07-09,53.52,57.580002,53.310001,57.259997999999996,57.259997999999996,87216300
174,2020-07-10,57.540001000000004,58.150002,55.509997999999996,55.880001,55.880001,59839700
175,2020-07-13,56.68,58.349998,53.380001,53.59,53.59,57741800
176,2020-07-14,53.299999,54.860001000000004,52.259997999999996,54.720001,54.720001,54890100
177,2020-07-15,54.959998999999996,55.369999,53.59,55.34,55.34,42360300
178,2020-07-16,54.68,55.150002,53.740002000000004,54.919998,54.919998,36887100
179,2020-07-17,55.310001,55.810001,54.68,55.040001000000004,55.040001000000004,34710400
180,2020-07-20,55.23,57.529999,54.830002,57.459998999999996,57.459998999999996,45034300
181,2020-07-21,57.810001,58.5,56.32,57.0,57.0,44800700
182,2020-07-22,57.07,62.0,56.970001,61.790001000000004,61.790001000000004,135159400
183,2020-07-23,61.630001,62.330002,58.630001,59.57,59.57,106829100
184,2020-07-24,64.18,69.940002,64.050003,69.400002,69.400002,205314500
185,2020-07-27,69.279999,71.629997,67.790001,68.970001,68.970001,107918100
186,2020-07-28,68.099998,69.800003,67.019997,67.610001,67.610001,94181400
187,2020-07-29,75.5,77.190002,73.900002,76.089996,76.089996,132969700
188,2020-07-30,75.370003,78.959999,75.07,78.199997,78.199997,80286900
189,2020-07-31,78.66999799999998,78.959999,75.360001,77.43,77.43,71699700
190,2020-08-03,78.190002,78.5,77.059998,77.66999799999998,77.66999799999998,42628800
191,2020-08-04,78.029999,85.809998,77.989998,85.040001,85.040001,155676100
192,2020-08-05,84.959999,86.32,83.32,85.309998,85.309998,65737300
193,2020-08-06,85.489998,86.980003,84.779999,86.709999,86.709999,53961700
194,2020-08-07,86.66999799999998,87.290001,82.66999799999998,84.849998,84.849998,66498000
195,2020-08-10,85.050003,85.160004,79.32,82.239998,82.239998,70536100
196,2020-08-11,80.709999,80.709999,76.099998,76.879997,76.879997,77877700
197,2020-08-12,78.43,82.879997,77.550003,82.610001,82.610001,88607800
198,2020-08-13,82.879997,84.019997,81.540001,81.839996,81.839996,57407400
199,2020-08-14,81.809998,83.239998,80.879997,81.300003,81.300003,42389500
200,2020-08-17,82.089996,83.059998,81.550003,82.41999799999998,82.41999799999998,31450200
201,2020-08-18,82.800003,82.879997,81.029999,81.660004,81.660004,30970500
202,2020-08-19,81.779999,81.849998,80.449997,81.089996,81.089996,37507400
203,2020-08-20,79.739998,82.839996,79.120003,82.769997,82.769997,42948900
204,2020-08-21,83.290001,84.410004,82.230003,83.809998,83.809998,48280300
205,2020-08-24,84.550003,85.33000200000002,82.550003,83.08000200000002,83.08000200000002,38036100
206,2020-08-25,83.360001,86.620003,82.349998,86.349998,86.349998,49234400
207,2020-08-26,86.970001,87.720001,85.199997,86.019997,86.019997,47157300
208,2020-08-27,86.349998,86.58000200000002,82.940002,83.800003,83.800003,42194200
209,2020-08-28,84.300003,86.040001,84.190002,85.550003,85.550003,40723300
210,2020-08-31,85.050003,92.639999,85.050003,90.82,90.82,90655900
211,2020-09-01,91.91999799999999,92.510002,90.190002,92.18,92.18,56117100
212,2020-09-02,94.010002,94.279999,88.739998,90.220001,90.220001,50366900
213,2020-09-03,87.839996,88.470001,81.589996,82.540001,82.540001,87462700
214,2020-09-04,81.449997,84.389999,76.33000200000002,82.010002,82.010002,82267800
215,2020-09-08,78.050003,81.879997,78.0,78.690002,78.690002,54955700
216,2020-09-09,81.400002,82.440002,79.279999,81.910004,81.910004,54163900
217,2020-09-10,83.07,83.309998,78.379997,78.980003,78.980003,51499400
218,2020-09-11,79.82,79.989998,75.040001,76.339996,76.339996,54763000
219,2020-09-14,76.800003,78.82,76.260002,77.900002,77.900002,47448700
220,2020-09-15,77.660004,80.33000200000002,75.970001,78.93,78.93,57874400
221,2020-09-16,79.349998,79.720001,76.540001,76.660004,76.660004,38393500
222,2020-09-17,74.879997,76.629997,74.199997,76.550003,76.550003,55619100
223,2020-09-18,77.0,77.400002,73.849998,74.93,74.93,51082900
224,2020-09-21,74.230003,77.980003,73.879997,77.940002,77.940002,61312000
225,2020-09-22,78.360001,78.790001,75.269997,77.699997,77.699997,56044700
226,2020-09-23,77.389999,77.910004,74.339996,74.730003,74.730003,42327500
227,2020-09-24,74.540001,77.25,73.900002,75.82,75.82,57540900
228,2020-09-25,76.349998,78.199997,74.66999799999998,78.059998,78.059998,48206200
229,2020-09-28,79.120003,79.57,77.519997,79.480003,79.480003,48005500
230,2020-09-29,79.300003,82.550003,79.300003,81.769997,81.769997,61568900
231,2020-09-30,81.75,82.940002,80.660004,81.989998,81.989998,51479700
232,2020-10-01,83.059998,85.25,82.860001,84.860001,84.860001,52177100
233,2020-10-02,82.58000200000002,84.650002,81.660004,81.800003,81.800003,52855100
234,2020-10-05,82.550003,86.279999,82.550003,86.150002,86.150002,47056500
235,2020-10-06,86.209999,87.25,83.540001,84.480003,84.480003,52725400
236,2020-10-07,86.099998,87.790001,85.650002,86.690002,86.690002,43045700
237,2020-10-08,88.110001,88.720001,85.949997,86.510002,86.510002,54240700
238,2020-10-09,84.739998,85.75,82.349998,83.099998,83.099998,80354400
239,2020-10-12,83.650002,85.129997,83.120003,84.290001,84.290001,47669700
240,2020-10-13,84.860001,86.089996,83.970001,85.279999,85.279999,42764100
241,2020-10-14,85.860001,85.959999,83.459999,84.209999,84.209999,40446700
242,2020-10-15,83.400002,84.720001,82.41999799999998,83.129997,83.129997,33696400
243,2020-10-16,83.540001,83.989998,82.410004,83.16999799999998,83.16999799999998,31474300
244,2020-10-19,83.620003,84.650002,81.529999,82.0,82.0,36689100
245,2020-10-20,82.160004,82.690002,80.58000200000002,81.559998,81.559998,38219400
246,2020-10-21,81.720001,81.93,79.190002,79.199997,79.199997,36426400
247,2020-10-22,79.650002,80.82,78.41999799999998,79.41999799999998,79.41999799999998,38006800
248,2020-10-23,80.93,81.989998,79.33000200000002,81.959999,81.959999,46557700
249,2020-10-26,82.550003,84.970001,80.860001,82.230003,82.230003,69423700
250,2020-10-27,82.0,82.370003,77.57,78.879997,78.879997,156669500
251,2020-10-28,78.730003,78.959999,75.760002,76.400002,76.400002,76529900
252,2020-10-29,76.75,79.18,76.290001,78.019997,78.019997,52668000
